id,label,component,louvain_comm,fstgrdy_comm,deg_cent,wtd_deg_cent,eigen_cent,page_rank,auth_score,hub_score,k_core
come,come,1,9,5,2,0.25126957422885954,2.0287593058313514e-4,0.0014325831631034156,2.0287593058317387e-4,2.0287593058317387e-4,2
learn,learn,1,2,6,6,0.6930391548146226,0.04899198553400383,0.002336437401652652,0.048991985534003885,0.048991985534003885,5
troop,troop,1,4,4,17,2.081542687095937,0.15015550549868295,0.0050143371332759396,0.15015550549868315,0.15015550549868315,7
choose,choose,1,4,4,5,0.6477060818346534,0.005418462016725686,0.002291928926711463,0.005418462016725737,0.005418462016725737,4
bear,bear,1,1,1,6,0.6844956435240975,0.04768349308021558,0.002892195997224223,0.0476834930802156,0.0476834930802156,4
opinion,opinion,1,7,7,5,0.710572044462242,0.01709095514285482,0.002615973902591762,0.017090955142854886,0.017090955142854886,3
receive,receive,1,9,2,8,1.0291027023873291,0.030580570304944193,0.003295035716105031,0.030580570304944217,0.030580570304944217,4
fort,fort,1,1,1,3,0.38136822120074804,0.013037321941956526,0.0017752482219875981,0.013037321941956542,0.013037321941956542,2
bed,bed,1,3,5,4,0.5834369844371587,0.001948022652378754,0.0022801136556420414,0.001948022652378813,0.001948022652378813,3
improve,improve,1,8,4,8,0.8912102167362562,0.00822237861669485,0.003236572476564616,0.008222378616694948,0.008222378616694948,4
enlist,enlist,1,4,4,9,1.1389212607235981,0.028141927641015738,0.003506144525932647,0.028141927641015807,0.028141927641015807,5
stand,stand,1,9,2,8,1.2872657113052743,0.053977852520394685,0.003634693376758494,0.053977852520394706,0.053977852520394706,5
farm,farm,1,7,8,5,0.6176030966277538,0.009098241583023468,0.0020387016817412225,0.00909824158302351,0.00909824158302351,4
write,write,1,9,6,2,0.28413023878655025,0.0025812949768692045,0.001237404523452038,0.002581294976869224,0.002581294976869224,2
rotten,rotten,1,7,4,4,0.4791301871445473,0.019296926351078405,0.0018680807999909568,0.019296926351078433,0.019296926351078433,3
carry,carry,1,6,6,9,1.0604248196570967,0.020475766211670333,0.003254482077097728,0.020475766211670438,0.020475766211670438,5
pay,pay,1,7,8,5,0.6254270393358473,0.012737241153554719,0.002095011268760809,0.01273724115355477,0.01273724115355477,4
hous,hous,1,9,2,6,0.7608205614845029,0.004749046361785146,0.0026958396809226817,0.00474904636178522,0.00474904636178522,4
texas,texas,1,1,1,9,1.0843794646078009,0.016224326909721663,0.0043578729090654545,0.01622432690972179,0.01622432690972179,4
creat,creat,1,2,3,5,0.7305552571769808,0.06592655198946273,0.0019019468154363515,0.06592655198946273,0.06592655198946273,5
sign,sign,1,3,6,5,0.6089631585220308,0.009636484868779693,0.002053701473063235,0.009636484868779717,0.009636484868779717,4
proud,proud,1,9,7,5,0.6340809948425405,0.04478695690370624,0.0019549650006967234,0.044786956903706265,0.044786956903706265,4
unit,unit,1,2,3,22,2.730870210218728,0.29057870931493895,0.006101200810573117,0.29057870931493884,0.29057870931493884,9
wait,wait,1,3,5,3,0.4027693626554951,0.015269050573900347,0.0021818509372316785,0.015269050573900338,0.015269050573900338,2
break,break,1,2,3,11,1.309168729737651,0.1588742379871867,0.0034361130233519633,0.15887423798718664,0.15887423798718664,7
recreate,recreate,1,8,1,7,0.7723223086924036,0.016437692223694716,0.002530186100412196,0.016437692223694764,0.016437692223694764,4
mean,mean,1,2,2,2,0.25807505207699466,0.0124708863284325,0.0011417008185601219,0.012470886328432509,0.012470886328432509,2
plenti,plenti,1,7,8,3,0.32823252938194425,0.00718173839253433,0.0015268686605506806,0.007181738392534376,0.007181738392534376,2
future,future,1,4,6,6,0.6996151897117094,0.03313785167868772,0.002398355783767457,0.033137851678687755,0.033137851678687755,4
hold,hold,1,9,6,6,0.6831812961851149,0.012199629875907917,0.0024662398139136225,0.012199629875908016,0.012199629875908016,4
law,law,1,2,3,10,1.2484962254413166,0.09321557436251404,0.003380256518516083,0.09321557436251407,0.09321557436251407,7
take,take,1,1,8,7,0.8467503699724577,0.009360635511956771,0.002773186716526045,0.009360635511956867,0.009360635511956867,4
hate,hate,1,2,3,11,1.3438535313276692,0.1501534929715379,0.003361964031905154,0.1501534929715379,0.1501534929715379,7
treatment,treatment,1,1,2,6,0.6911216161584637,0.026972332650124883,0.002520138139903178,0.02697233265012493,0.02697233265012493,4
poor,poor,1,1,1,11,1.4451915900145496,0.12803937958894596,0.0035269100266155816,0.1280393795889458,0.1280393795889458,7
forget,forget,1,2,3,10,1.2791869828903057,0.041076967298944465,0.0034412022125243358,0.04107696729894454,0.04107696729894454,6
happy,happy,1,2,3,5,0.6048479414477733,0.023807595392386905,0.001986426269789283,0.02380759539238691,0.02380759539238691,4
boy,boy,1,1,1,7,0.8581773579932489,0.09648837022092502,0.0025442011029868775,0.096488370220925,0.096488370220925,6
train,train,1,1,1,17,2.0545123812853476,0.1936004064900153,0.004966551773397102,0.19360040649001525,0.19360040649001525,8
care,care,1,6,5,5,0.6679978675292744,0.004879823849511707,0.0025053713489981587,0.004879823849511792,0.004879823849511792,3
woman,woman,1,8,4,3,0.34654173676422095,0.0042717774256383345,0.0014680423457786845,0.004271777425638377,0.004271777425638377,3
close,close,1,7,2,7,0.8265354212364641,0.0199746522339045,0.002893107916492391,0.01997465223390457,0.01997465223390457,4
share,share,1,2,3,3,0.3886156585781215,0.041827793704707336,0.0013375239109079157,0.041827793704707315,0.041827793704707315,3
hospital,hospital,1,6,5,4,0.5164154843106591,1.8799732009625096e-4,0.0024686244810737104,1.8799732009630544e-4,1.8799732009630544e-4,3
walk,walk,1,1,1,5,0.5825409774267031,0.006226788598371345,0.002376259448374344,0.006226788598371367,0.006226788598371367,4
person,person,1,2,2,6,0.6745447518295726,0.04194563770013163,0.002466204254398977,0.04194563770013165,0.04194563770013165,4
infantry,infantry,1,4,4,6,0.740213302939018,0.0024178800053176568,0.0027958430200412435,0.002417880005317742,0.002417880005317742,4
head,head,1,9,6,2,0.25030333017111456,0.0022593853813583004,0.001209633308034143,0.0022593853813583334,0.0022593853813583334,2
human,human,1,2,3,13,1.578014686769579,0.20901731005039553,0.0036667156069718483,0.20901731005039548,0.20901731005039548,8
health,health,1,7,8,6,0.667637288385847,0.005714617658470634,0.002371765939400639,0.005714617658470691,0.005714617658470691,4
alike,alike,1,2,6,2,0.2589184952505025,0.020606857284198015,0.0013041491136944975,0.020606857284198,0.020606857284198,2
send,send,1,1,1,8,0.9865127747725227,0.06916419911844403,0.0026949397321031215,0.06916419911844394,0.06916419911844394,5
reason,reason,1,6,6,2,0.24214600379012602,0.0025892510355684383,0.0011967739139167638,0.0025892510355684673,0.0025892510355684673,2
social,social,1,4,4,7,0.8028276462346008,0.03141536497452659,0.002810753606658781,0.03141536497452665,0.03141536497452665,5
sgt,sgt,1,1,1,5,0.5613524819909068,0.0011600047840454061,0.00238866485419234,0.001160004784045456,0.001160004784045456,4
call,call,1,1,3,8,0.9841150849915657,0.13951192149225117,0.0029746595066474984,0.13951192149225108,0.13951192149225108,6
victory,victory,1,9,2,6,0.7737467947950618,0.0523857406970382,0.002341579546029276,0.052385740697038226,0.052385740697038226,5
pull,pull,1,2,3,3,0.3354891231326729,0.012330004250204541,0.0019260591133928894,0.01233000425020457,0.01233000425020457,2
foot,foot,1,4,1,5,0.5264027563585227,0.0013515308210034947,0.0023177800044950595,0.0013515308210035742,0.0013515308210035742,4
credit,credit,1,4,4,4,0.469034328296312,0.008491929528136963,0.0018823629004666041,0.008491929528137003,0.008491929528137003,3
protect,protect,1,2,6,13,1.513664142283123,0.07887739942526066,0.004085757470923311,0.07887739942526074,0.07887739942526074,6
start,start,1,2,3,11,1.287384307336267,0.1337437887404268,0.0031524452634560766,0.13374378874042672,0.13374378874042672,7
fellow,fellow,1,1,1,3,0.3428020396118542,0.0019894527000219055,0.0024714560607207174,0.001989452700021947,0.001989452700021947,2
eat,eat,1,3,5,5,0.6813676831215768,0.014847397269226776,0.0032151397398516323,0.014847397269226823,0.014847397269226823,3
deal,deal,1,7,4,3,0.384082728439064,0.00912388761233056,0.0015584261658981497,0.009123887612330591,0.009123887612330591,3
expect,expect,1,9,6,6,0.6836224939537703,0.016292816356596043,0.0023024530931484806,0.016292816356596136,0.016292816356596136,4
mind,mind,1,2,6,11,1.2741444835107625,0.08664549877845391,0.0032927723483054,0.08664549877845393,0.08664549877845393,7
black,black,1,2,3,9,0.9861036298248417,0.13677020184102853,0.0026281057597430275,0.1367702018410285,0.1367702018410285,7
tell,tell,1,1,1,7,0.8164585946441797,0.009251442255202216,0.0027290940820020966,0.009251442255202325,0.009251442255202325,5
speak,speak,1,7,7,4,0.4231338152412884,0.02440332954079837,0.002147487512487079,0.024403329540798394,0.024403329540798394,3
past,past,1,7,8,5,0.6745705475397895,0.009248848876153688,0.002157676011350555,0.00924884887615374,0.00924884887615374,5
mile,mile,1,1,1,10,1.2051446657592022,0.037559977189750716,0.0033312043829516603,0.037559977189750814,0.037559977189750814,6
punish,punish,1,6,2,4,0.4691015294483186,4.8451617420426044e-4,0.002350106242426099,4.845161742043177e-4,4.845161742043177e-4,3
theater,theater,1,3,1,6,0.8721342861678539,0.02231192751783267,0.0027179030572414583,0.02231192751783273,0.02231192751783273,4
physical,physical,1,6,6,6,0.7797887420497577,0.0062050928878669715,0.0025780767202473655,0.006205092887867052,0.006205092887867052,4
realize,realize,1,2,3,12,1.3317401986069748,0.15036859415739148,0.003536255960229654,0.15036859415739148,0.15036859415739148,7
give,give,1,9,2,4,0.454254392010337,0.024220214135038977,0.0016252656254547475,0.024220214135038994,0.024220214135038994,4
discharge,discharge,1,7,8,2,0.39318537279387783,0.0024905814226563933,0.0014469565958954468,0.002490581422656401,0.002490581422656401,2
food,food,1,3,5,2,0.29646693661319706,4.6180353853937786e-4,0.0025084922765631163,4.6180353853941315e-4,4.6180353853941315e-4,1
kill,kill,1,2,3,10,1.2082307190689443,0.13527103879223704,0.002983468602617157,0.135271038792237,0.135271038792237,7
fly,fly,1,4,4,2,0.35030356577449306,0.0023395800323402958,0.0013820207719109953,0.00233958003234031,0.00233958003234031,2
