id,label,component,louvain_comm,fstgrdy_comm,deg_cent,wtd_deg_cent,eigen_cent,page_rank,auth_score,hub_score,k_core
prove,prove,1,4,3,6,0.7962894174101842,0.09191429995789488,0.0021336826889799963,0.09191429995789481,0.09191429995789481,5
noncom,noncom,1,4,4,2,0.32635144581864317,0.019441256173906848,0.0012561444345984662,0.01944125617390686,0.01944125617390686,2
worry,worry,1,7,8,1,0.16338888297316062,6.352221290999079e-4,9.311910864192457e-4,6.352221290999149e-4,6.352221290999149e-4,1
leader,leader,1,4,4,5,0.6453434960350313,0.0067383047091095485,0.0021481175023974697,0.006738304709109586,0.006738304709109586,4
outfit,outfit,1,6,6,4,0.510961531396936,0.01845719988149662,0.0017363628797299711,0.01845719988149666,0.01845719988149666,4
real,real,1,2,2,2,0.26334817342073774,0.006101837107796761,0.0011154784856622975,0.0061018371077967756,0.0061018371077967756,2
bad,bad,1,1,5,7,0.8254218371741076,0.11903155480795606,0.0022421531689253596,0.11903155480795602,0.11903155480795602,6
black-woman,black-woman,1,2,3,1,0.1512800099260021,0.01882429586043275,7.796563366016583e-4,0.018824295860432733,0.018824295860432733,1
serve,serve,1,2,3,4,0.4802574361040822,0.048390651897167555,0.0015074448740392532,0.04839065189716754,0.04839065189716754,4
educate,educate,1,4,4,6,0.7163714628665271,0.04929483769893244,0.002058636950443914,0.04929483769893244,0.04929483769893244,5
understand,understand,1,2,3,3,0.370824033152132,0.07589039815570123,0.001170569323668001,0.07589039815570119,0.07589039815570119,3
mix,mix,1,2,3,1,0.14785041202631008,0.045076536845998404,7.646789459929251e-4,0.04507653684599842,0.04507653684599842,1
privilege,privilege,1,2,3,5,0.5856446619142142,0.07840238161559522,0.0016259595533081423,0.07840238161559523,0.07840238161559523,5
prejudice,prejudice,1,2,3,9,1.1795666032178589,0.15930089943737188,0.0027968703295421235,0.1593008994373718,0.1593008994373718,7
post,post,1,3,1,11,1.281812865436075,0.10467690303835665,0.0033108457272617493,0.10467690303835664,0.10467690303835664,7
suppose,suppose,1,2,3,8,0.927749756690645,0.056211519779874805,0.002493266594299561,0.05621151977987483,0.05621151977987483,6
cooperate,cooperate,1,1,1,1,0.13911348254347897,3.6869477870979714e-4,0.0011720445866057177,3.686947787098105e-4,3.686947787098105e-4,1
friend,friend,1,4,4,1,0.13907107808666402,7.225038057365024e-4,9.21537496746049e-4,7.225038057365153e-4,7.225038057365153e-4,1
segregation,segregation,1,2,3,5,0.5662142040662855,0.07888027254359078,0.001603450408914412,0.07888027254359076,0.07888027254359076,5
catch,catch,1,2,2,2,0.24668924317449528,0.008521039619889606,0.0011000505453510202,0.008521039619889627,0.008521039619889627,2
differ,differ,1,2,3,2,0.24520880612589085,0.03907618489314481,0.001004476646534847,0.039076184893144766,0.039076184893144766,2
transfer,transfer,1,4,4,4,0.47326890530330545,0.013055538405921895,0.001843551956349319,0.013055538405921939,0.013055538405921939,3
word,word,1,2,2,5,0.5857379617192435,0.018376971817683444,0.0018667068226994187,0.018376971817683527,0.018376971817683527,4
bui,bui,1,7,8,6,0.7022977171129116,0.011676417092203085,0.002242219183166427,0.011676417092203184,0.011676417092203184,5
leave,leave,1,4,4,4,0.45818811098453144,0.005994549912078196,0.00182072415900589,0.00599454991207823,0.00599454991207823,3
hard,hard,1,1,1,8,0.9418338311104437,0.09847923083609103,0.0024237390387589464,0.09847923083609086,0.09847923083609086,7
play,play,1,4,6,3,0.37635116776070593,0.007134009084570645,0.0014773685818411878,0.00713400908457067,0.00713400908457067,3
glad,glad,1,7,7,3,0.3778454466978718,0.028585474023219228,0.0014404448214819358,0.028585474023219246,0.028585474023219246,3
unfair,unfair,1,4,4,4,0.45391786777766896,0.013404030034716947,0.0016806590592507967,0.013404030034716989,0.013404030034716989,4
set,set,1,3,1,1,0.13087441867252997,0.0030087352078127087,8.107773523918728e-4,0.003008735207812714,0.003008735207812714,1
hear,hear,1,9,5,3,0.3657774483651259,6.780927607376835e-4,0.0019067151466764002,6.780927607377252e-4,6.780927607377252e-4,2
soon,soon,1,2,6,2,0.24049035672328123,0.0026320732092111167,0.00133801265509567,0.0026320732092111553,0.0026320732092111553,2
not,not,1,5,9,3,0.34085569707870167,0.020846058862203098,0.0012235165264648932,0.020846058862203126,0.020846058862203126,3
world,world,1,2,3,10,1.1124758279656652,0.11949043173291357,0.0026136947973056557,0.11949043173291356,0.11949043173291356,7
advance,advance,1,7,3,3,0.35418125356457975,0.029730366951459627,0.0012111633198520493,0.029730366951459624,0.029730366951459624,3
find,find,1,1,1,1,0.1266346610021943,0.0018409782511293706,9.466117550577134e-4,0.0018409782511293856,0.0018409782511293856,1
due,due,1,9,6,3,0.3434216688681588,0.002829530162971867,0.0014628909610103038,0.0028295301629719027,0.0028295301629719027,3
move,move,1,1,1,2,0.23278626840531738,0.0010293432132087485,0.001354956494861769,0.0010293432132087792,0.0010293432132087792,2
rest,rest,1,1,1,3,0.34153539415026984,0.0018829724207622435,0.0014174665802390884,0.0018829724207622797,0.0018829724207622797,3
private,private,1,4,8,8,0.8825147628709379,0.0063531389432577795,0.002844795497017898,0.006353138943257865,0.006353138943257865,5
heart,heart,1,6,2,6,0.6777007416646517,0.008438323465056146,0.002618603907464101,0.008438323465056166,0.008438323465056166,4
change,change,1,9,2,2,0.2277655825059755,0.006445967620625024,0.0010456458351755528,0.006445967620625039,0.006445967620625039,2
run,run,1,4,4,2,0.24066202518271973,0.003476377398713633,0.001100954841571621,0.00347637739871366,0.00347637739871366,2
draft,draft,1,7,8,3,0.33762371677347647,0.005502298929908382,0.001340931840566939,0.00550229892990842,0.00550229892990842,3
half,half,1,1,4,3,0.3346941061793941,0.00656088294003403,0.001364598839279099,0.0065608829400340685,0.0065608829400340685,3
presid,presid,1,9,2,2,0.2254201531228211,0.0019009315536665117,0.0010641029267994663,0.0019009315536665293,0.0019009315536665293,2
brake,brake,1,7,3,1,0.12238382238590904,0.005060515811671035,8.083460995570053e-4,0.005060515811671044,0.005060515811671044,1
bite,bite,1,7,3,2,0.22943581490598153,0.011924054426201673,0.0010261637798037852,0.011924054426201685,0.011924054426201685,2
shoot,shoot,1,1,1,3,0.3473864049994898,0.010984677373725904,0.0012834699787707367,0.01098467737372596,0.01098467737372596,3
build,build,1,8,6,8,0.903432718725533,0.01982816190796434,0.0027242189198888943,0.01982816190796441,0.01982816190796441,5
hurt,hurt,1,6,5,2,0.22961806424342818,2.240378597042865e-4,0.0012978760347503867,2.2403785970431054e-4,2.2403785970431054e-4,2
brother,brother,1,8,6,2,0.22688020636105627,0.006299526061988144,0.0010491160537586528,0.006299526061988163,0.006299526061988163,2
stay,stay,1,1,1,2,0.23044077622167908,0.0016191367025221177,0.0011831973638142914,0.0016191367025221322,0.0016191367025221322,2
fill,fill,1,3,5,1,0.11981598251273504,5.577695358439268e-4,0.0010435024452172313,5.577695358439437e-4,5.577695358439437e-4,1
rule,rule,1,8,4,2,0.23723325626188552,0.0036372993068175263,0.0011318819711459089,0.00363729930681755,0.00363729930681755,2
lot,lot,1,4,4,3,0.3264236422449418,0.026456874595150705,0.0012067830300010137,0.02645687459515073,0.02645687459515073,3
condition,condition,1,1,6,5,0.5424509745147215,0.028873572598657006,0.0019375881281376288,0.02887357259865706,0.02887357259865706,4
pick,pick,1,9,6,3,0.35373665041662244,0.006829453796841846,0.001434240518489498,0.006829453796841875,0.006829453796841875,3
line,line,1,3,1,1,0.11925120169928867,0.009979384765672488,7.45859631472242e-4,0.00997938476567249,0.00997938476567249,1
sea,sea,1,6,6,3,0.3513595365346553,0.003807249962449016,0.0013978984493661078,0.0038072499624490557,0.0038072499624490557,3
fine,fine,1,7,8,2,0.22639519596167793,0.004600273008564914,0.0011931818028626826,0.004600273008564942,0.004600273008564942,2
govern,govern,1,9,2,7,0.7552603631233556,0.03736331077183772,0.0022946004563578564,0.037363310771837716,0.037363310771837716,5
nice,nice,1,4,4,2,0.21956923317355043,0.002318339229623509,0.0010403540502650806,0.0023183392296235385,0.0023183392296235385,2
concern,concern,1,6,2,2,0.2226723503890649,0.0016206636928622505,0.0011298259606166655,0.0016206636928622683,0.0016206636928622683,2
short,short,1,7,8,3,0.34317107263903457,0.0014004690158715566,0.0014620896022358662,0.0014004690158715947,0.0014004690158715947,3
civil,civil,1,2,3,5,0.5427570645469916,0.03657811241516367,0.0019669128351849784,0.036578112415163684,0.036578112415163684,4
lose,lose,1,2,3,1,0.11445271285729898,0.022847450406200762,6.998728488342246e-4,0.02284745040620073,0.02284745040620073,1
talk,talk,1,8,4,2,0.22270181605430864,0.011965333939705008,0.0010719994570623959,0.011965333939705019,0.011965333939705019,2
bring,bring,1,7,2,2,0.2158681454637908,0.00443097385776837,0.0010563116222633148,0.004430973857768399,0.004430973857768399,2
peace,peace,1,2,2,2,0.21200431748012677,0.006029494784273849,0.0010652563773552641,0.006029494784273874,0.006029494784273874,2
comment,comment,1,9,2,2,0.22001000885455113,0.0015708293563925365,0.0011238193102444847,0.0015708293563925588,0.0015708293563925588,2
enjoy,enjoy,1,8,3,3,0.32081101785749,0.03031913247714528,0.001190175705661164,0.030319132477145294,0.030319132477145294,3
power,power,1,4,4,1,0.1101358795637017,0.0010548699905411746,8.19557434684338e-4,0.0010548699905411868,0.0010548699905411868,1
act,act,1,1,3,1,0.10998212842179267,0.004678013208946573,7.743774212185108e-4,0.004678013208946579,0.004678013208946579,1
hand,hand,1,2,3,1,0.10960529058565027,4.120242215253797e-4,0.0010266651150793304,4.1202422152540136e-4,4.1202422152540136e-4,1
help,help,1,4,4,2,0.2150857594007932,0.005258129927161187,0.0011477094384204484,0.0052581299271612,0.0052581299271612,2
wrong,wrong,1,4,2,3,0.3201345378808932,0.001673262686408897,0.0016385985580542003,0.0016732626864089369,0.0016732626864089369,3
happen,happen,1,9,2,4,0.41661937403051846,0.021862150101894292,0.001451916593274818,0.021862150101894316,0.021862150101894316,4
pretty,pretty,1,1,1,1,0.10795507659440506,6.547940001988354e-5,0.0011533667114557306,6.547940001989559e-5,6.547940001989559e-5,1
idea,idea,1,7,7,1,0.10327529366165004,7.683755316073187e-4,9.373243790456113e-4,0.00076837553160733125,0.00076837553160733125,1
satisfy,satisfy,1,1,1,1,0.10163856729863407,5.027513280460676e-4,8.389960994628289e-4,5.027513280460773e-4,5.027513280460773e-4,1
