id,component,louvain_comm,deg_cent,wtd_deg_cent,eigen_cent,page_rank,auth_score,hub_score,k_core,label
matter,1,7,8,0.9080680531510311,0.022408090496359348,0.002367497915465762,0.02240809049635929,0.02240809049635929,4,matter
private,1,3,17,2.0804214910902386,0.02683989421487342,0.0034555161818418697,0.026839894214873428,0.026839894214873428,10,private
privilege,1,2,10,1.3503082144070677,0.1343275497636582,0.002149485263363791,0.13432754976365807,0.13432754976365807,9,privilege
handl,1,3,7,0.8654727739868058,0.022503357358844702,0.0016017750460739237,0.022503357358844702,0.022503357358844702,7,handl
inspect,1,6,8,1.0752021994603986,0.01733464676220273,0.002057164712242882,0.01733464676220274,0.01733464676220274,6,inspect
enemies,1,7,9,1.0677782633323454,0.05213707828711483,0.002380514750501466,0.05213707828711483,0.05213707828711483,6,enemies
come,1,7,2,0.25126957422885954,7.607973986415023e-5,0.00120861503537131,7.607973986413838e-5,7.607973986413838e-5,2,come
fit,1,1,7,0.934636977951409,0.022942122000399724,0.0017412410715045429,0.022942122000399707,0.022942122000399707,6,fit
troop,1,3,17,2.081542687095937,0.0912384243041892,0.003318432354290011,0.09123842430418931,0.09123842430418931,10,troop
choose,1,1,5,0.6477060818346534,0.006123658178035502,0.0014270900882734146,0.006123658178035506,0.006123658178035506,5,choose
infantry,1,1,16,2.027203645122735,0.02973260157435295,0.003567030664004917,0.029732601574352965,0.029732601574352965,9,infantry
bear,1,2,6,0.6844956435240975,0.029566692719548076,0.001886409181069113,0.029566692719548027,0.029566692719548027,5,bear
receive,1,7,8,1.0291027023873291,0.01313326561255094,0.002645924797788835,0.013133265612550895,0.013133265612550895,4,receive
fort,1,4,3,0.38136822120074804,0.008185693304592885,0.0012541217443209221,0.00818569330459289,0.00818569330459289,2,fort
bed,1,6,4,0.5834369844371587,0.003236722548861158,0.0014307006770497648,0.003236722548861159,0.003236722548861159,4,bed
give,1,1,15,1.8511478682477644,0.06101885350994716,0.003060643883609663,0.06101885350994718,0.06101885350994718,10,give
improve,1,4,8,0.8912102167362561,0.005345762049378384,0.0023594860398263736,0.005345762049378375,0.005345762049378375,5,improve
stand,1,7,8,1.2872657113052741,0.032875419842704,0.0028057243548392885,0.03287541984270399,0.03287541984270399,5,stand
farm,1,1,8,0.972830337382992,0.031958309515619336,0.0017484306512646757,0.03195830951561936,0.03195830951561936,7,farm
write,1,7,2,0.28413023878655025,0.0021334171974386447,9.65519329392355e-4,0.002133417197438643,0.002133417197438643,2,write
rotten,1,3,4,0.4791301871445473,0.012212347880763212,0.0011878377741191327,0.012212347880763235,0.012212347880763235,4,rotten
noncom,1,3,10,1.3346349984365256,0.044409220456015065,0.0022805686717252255,0.04440922045601513,0.04440922045601513,9,noncom
carry,1,3,9,1.0604248196570967,0.011127805114541802,0.0024173072928880862,0.011127805114541811,0.011127805114541811,6,carry
pay,1,6,12,1.556870260490663,0.052898048975449544,0.0026870180240155745,0.052898048975449606,0.052898048975449606,9,pay
hous,1,7,6,0.7608205614845029,0.0027392831233357673,0.0021165317701939486,0.0027392831233357252,0.0027392831233357252,4,hous
texas,1,3,9,1.0843794646078009,0.01070825103504521,0.0025257435510719455,0.01070825103504525,0.01070825103504525,5,texas
creat,1,2,5,0.7305552571769808,0.04579138067322078,0.0014191936449302277,0.045791380673220805,0.045791380673220805,5,creat
sign,1,4,5,0.6089631585220308,0.0054915181707587135,0.0015135631120638158,0.005491518170758711,0.005491518170758711,4,sign
hard,1,6,18,2.135611565005378,0.08122791196875995,0.003365741112464054,0.08122791196875992,0.08122791196875992,11,hard
proud,1,7,5,0.6340809948425405,0.028413208932723765,0.00148419228028022,0.02841320893272373,0.02841320893272373,4,proud
unit,1,2,28,3.532213010393031,0.21209452913407773,0.0052441522220837925,0.2120945291340776,0.2120945291340776,11,unit
break,1,2,11,1.3091687297376515,0.10709076438538546,0.002303860440503467,0.10709076438538538,0.10709076438538538,8,break
recreate,1,4,7,0.7723223086924036,0.008591274690847495,0.001949538470712963,0.008591274690847497,0.008591274690847497,5,recreate
mean,1,6,2,0.25807505207699466,0.005274506156654522,9.487084425156909e-4,0.005274506156654517,0.005274506156654517,2,mean
plenti,1,6,3,0.32823252938194425,0.004724154895471069,0.0012045685184608325,0.004724154895471066,0.004724154895471066,2,plenti
polit,1,3,5,0.6253452979275259,0.008218606696268456,0.001357411123731051,0.008218606696268461,0.008218606696268461,5,polit
future,1,3,6,0.6996151897117094,0.0248009690234399,0.0017921011528346032,0.024800969023439902,0.024800969023439902,4,future
hold,1,1,13,1.5243421022923245,0.02671228226947318,0.002746389114722196,0.026712282269473153,0.026712282269473153,8,hold
law,1,2,10,1.2484962254413166,0.055448016261981,0.0025319428791800627,0.055448016261980974,0.055448016261980974,7,law
