source,target,weight
receive,happen,0.10917807793153278
human,blood,0.10917012423794692
human,law,0.10917012423794692
color,god,0.1090757429268654
white,boy,0.10902440441766198
return,comment,0.10900245729804732
negro,job,0.10893239017395313
money,govern,0.10867937605971549
paper,govern,0.10867143084409542
plant,spend,0.108643397695503
plant,private,0.108643397695503
rate,private,0.108643397695503
forget,carry,0.108643397695503
fight,citizen,0.10864239343318788
fall,lord,0.10862900601355885
lord,word,0.10862900601355885
democracy,expect,0.10861032297030543
freedom,discrimination,0.1086074469563653
company,private,0.1086013327684974
bus,front,0.10860061686774598
god,nation,0.1085574566333795
sleep,serviceclub,0.10855157913981442
future,condition,0.10854840634516387
war,nation,0.10848545782748147
wife,month,0.1084755481205501
improve,talk,0.10846773322710798
civilian,break,0.10842060080796702
fight,chance,0.10837578192183245
black-man,realize,0.10835615579518489
stand,catch,0.10834724375571536
white,segregation,0.10833873093014611
send,govern,0.10833309592583819
war,discrimination,0.10829614269267941
ability,troop,0.10819324435697746
infantry,leave,0.1081831845785977
corp,train,0.10815175724972897
race,democracy,0.10814621938976653
country,blood,0.10814597491727566
negro,stop,0.10811891740399364
south,lieutenant,0.1080980100899456
age,physical,0.10802091044729235
fellow,pretty,0.10795507659440506
unit,start,0.10792331629594032
home,return,0.10788892674068135
sit,bui,0.107888613128141
uniform,fight,0.10788557968759836
walk,hurt,0.10787244738392003
fight,mind,0.10782176139181071
white-man,prove,0.10778611376963562
army,fine,0.10774910715051955
south,bear,0.10772078874286374
people,kill,0.10766126574593551
camp,spend,0.1076186825459065
treat,feel,0.10761812466763677
color,chance,0.10760590231629974
color,country,0.10759904533620347
seat,poor,0.10757543621432265
service,poor,0.10756253322440344
fall,live,0.10756167163301984
white,differ,0.10753027347846734
person,wrong,0.10747738839238082
defense,service,0.10746276080070112
fight,kill,0.10745155528938297
home,mind,0.10740035773496565
time,mile,0.10733835637783136
feel,hold,0.10732079296903173
uniform,protect,0.10730234542120211
race,proud,0.10727317579103815
office,fair,0.10724550061418064
fight,soldier,0.10722923640964813
commissioned,promotion,0.10722073075296387
north,police,0.10719181599495625
texas,move,0.1070979990065983
stand,govern,0.10709515912659984
morale,break,0.10709515912659984
fight,battle,0.1070884253921735
bus,pass,0.10707532368611453
citizen,bite,0.10705199252007248
country,mind,0.10704518956615149
white,person,0.10701016581350883
negro,morale,0.10700276608069906
chance,live,0.1069480459008559
army,bad,0.10692233116935847
age,family,0.1068180374839276
paper,build,0.10677122917775295
happy,build,0.10677122917775295
black-man,low,0.1067687658961983
freedom,land,0.10670693940038883
commissioned,deal,0.10668068531154055
race,happen,0.10666813796377932
people,not,0.10664734799929589
fort,transfer,0.10659928638481764
soldier,mind,0.10653378911761983
stand,uniform,0.10651681699490063
eat,wait,0.10649608821080589
people,start,0.10642565264690332
creed,forget,0.10642079043151856
negro,privilege,0.10639783583310188
force,die,0.10639158476197402
infantry,capable,0.10636896529012714
mechanic,captain,0.10636896529012714
promotion,credit,0.10636896529012714
corp,medic,0.10635502010326797
sign,body,0.10631034033780076
sign,person,0.10627881940243021
west,rank,0.10624664725272087
carry,health,0.10624664725272087
carry,concern,0.10624664725272087
war,family,0.10624350952215413
south,transport,0.10621786698714489
command,post,0.10620055841326509
south,dog,0.10618529479682604
time,half,0.10614631150679756
fight,free,0.10607979191928842
office,unfair,0.10602402925142106
morale,spirit,0.10598046153590557
white,die,0.10596227220978734
opinion,true,0.10595035617237511
civilian,shoot,0.10592513362606738
opportunity,realize,0.10588127171219024
true,brother,0.10588127171219024
school,unfair,0.10582162148897556
home,kill,0.10576585691120896
war,feel,0.1057592926424325
job,bui,0.10573357834350337
human,world,0.10571177044130085
command,troop,0.10568220617277747
stand,victory,0.10560513024975153
japan,family,0.10555556615043868
deal,rotten,0.10551624502200278
expect,due,0.10551624502200278
crow,not,0.10550116269580714
hate,body,0.10550103898959193
morale,help,0.10548046881514292
white,understand,0.10543625244193718
camp,week,0.10534418825452024
enemies,protect,0.1053172022207649
enemies,heart,0.1053172022207649
die,unit,0.10529611980045048
recreate,enjoy,0.1052480639446015
month,plenti,0.1052066407247785
office,rate,0.10516420905574991
race,enjoy,0.10515203018761148
north,hard,0.10514487463856312
mind,learn,0.10512512113341833
unit,feel,0.10509968082411852
commissioned,complete,0.10509494941020804
furlough,boy,0.10506669010844386
race,god,0.10501259851706275
month,half,0.10497508871650596
south,beat,0.10496306047561604
call,leave,0.10485617312915108
branch,lot,0.1048458609268452
race,separate,0.10482878403457363
corp,infantry,0.1047892353273338
combat,troop,0.10474091932673647
front,segregation,0.1047244983217772
camp,hard,0.10470281287251078
civilian,camp,0.10469739180073898
people,white-man,0.10466297668602327
people,call,0.10464451070347557
uniform,human,0.10464042716762866
damn,medic,0.10464042716762866
service,troop,0.10461414478292935
black-man,hate,0.10457207734341151
country,treat,0.10442199953643042
hell,plenti,0.10437979984600737
civilian,educate,0.10430639123422154
school,heart,0.10429600991677382
camp,home,0.10427413043148229
bed,sundai,0.10427370257983924
white,post,0.1042343244498723
field,carry,0.10423315005472199
fight,black,0.10419638427597491
free,matter,0.10415845845355534
opportunity,nation,0.10414270218338442
god,black,0.10413010068793764
negro,educate,0.10408106173860164
practice,word,0.10406127567696999
black,word,0.10406127567696999
morale,govern,0.10400475469174986
fall,nation,0.10394730282597082
white,learn,0.10391815384927723
start,world,0.1038949652518987
unit,learn,0.10384747544057525
army,feel,0.10384211430817868
country,true,0.10375440966034609
hope,change,0.10373911954785349
white,seat,0.10373639609357825
job,pay,0.10369964963793399
week,tell,0.10365911209217782
east,mile,0.1035941906306826
fight,hell,0.10355759402667887
child,school,0.10355319748007251
transport,post,0.10354223718208592
democracy,trust,0.10353064026751947
tell,sgt,0.10353064026751947
hope,future,0.10351276794892564
train,send,0.10350282117242066
country,world,0.10347446898843551
practice,suppose,0.10333474337672843
blood,suppose,0.10333474337672843
arm,draft,0.10330362662111357
life,chance,0.10327676487029136
speak,idea,0.10327529366165004
right,lynch,0.10326671694386531
german,sign,0.10325877243245599
military,foot,0.10325877243245599
infantry,foot,0.10325877243245599
land,washington,0.10325877243245599
oversea,leader,0.10325877243245599
past,bui,0.10325877243245599
wife,care,0.10313345991765821
mile,nice,0.10312928983058353
punish,wrong,0.10312928983058353
black-man,transport,0.10310340457464602
opportunity,social,0.10306420395185924
people,human,0.10299250522574946
camp,recreate,0.10298578349702471
jim,white,0.10291787854824656
black-man,feel,0.10291596856476218
land,love,0.10289880610328815
office,treat,0.10288302447367385
race,respect,0.10284199556465287
people,life,0.10284055838829873
pay,hous,0.10280779578164721
happy,realize,0.10277725793556029
negro,nation,0.10275557985855145
day,mind,0.10271389547037342
job,advance,0.10270762607653401
white-man,citizen,0.10270043520594382
life,feel,0.10268330630610002
discrimination,forget,0.10264622764377163
equal,opportunity,0.10264280583634364
equal,true,0.10264280583634364
corp,office,0.10261674531040595
train,spend,0.10260868027738829
ride,black-man,0.10257601542943971
month,private,0.10257103574006128
station,mile,0.10252759638655742
bed,pass,0.10250883058798095
theater,recreate,0.10247395037122502
hold,condition,0.10242918108185466
physical,condition,0.1023288111799051
pray,presid,0.10230017837843912
soldier,give,0.10229927979093695
live,blood,0.1022251470156003
live,black,0.1022251470156003
defense,feel,0.10221881831332327
stop,world,0.10211678055791071
civilian,country,0.10209618082774846
life,democracy,0.10205200090904315
war,realize,0.10204604626088011
allow,troop,0.10202076272029217
soldier,duty,0.10200895247902023
opportunity,bring,0.1020052863350167
promotion,prove,0.10190489888602901
treat,eat,0.10189740526041371
uniform,respect,0.10187704641926447
soldier,lot,0.1018536181029556
creed,bear,0.10182853067430674
practice,improve,0.10182853067430674
law,carry,0.10182853067430674
black,bear,0.10182853067430674
force,matter,0.10181888218891996
expect,recreate,0.10176624448521299
home,health,0.1017392390701489
fight,unit,0.10172390659687228
paper,post,0.10166784970772913
eat,food,0.10165862417237119
white-man,black,0.10165622720725805
sundai,rest,0.10163856729863407
texas,satisfy,0.10163856729863407
child,mother,0.10162344590668675
white,enemies,0.1016161054242851
bus,pay,0.1016058942522271
race,world,0.10159831269411373
chance,feel,0.10158585856880499
corp,social,0.10157795801641142
enlist,social,0.10157795801641142
hold,civil,0.10157795801641142
black-man,uniform,0.10155557335664517
negro,human,0.10154704912117622
unit,separate,0.10154681778645437
black-man,privilege,0.10153300270227131
company,transfer,0.10151482041088274
civilian,field,0.10151482041088274
commissioned,school,0.10144905959686838
sick,health,0.10144760827003968
win,god,0.10141831700885325
south,civilian,0.1013258803468866
opinion,chance,0.10130144237679858
low,send,0.10124522078254278
color,hell,0.10120171309171984
poor,soldier,0.10116735516959559
people,equal,0.1011581979594795
south,kill,0.10105028190131865
negro,day,0.10104509777323477
morale,oversea,0.10101922399689982
washington,govern,0.10101922399689982
fight,god,0.10101459272255128
south,speak,0.10099671152262377
ability,woman,0.10099140533863243
south,time,0.10096504653510227
right,live,0.10083911614766816
start,lynch,0.10083817617821912
jim,equal,0.10081105188550478
qualify,educate,0.1007787554399491
country,capable,0.1007195007851121
democracy,respect,0.10063200067338693
love,start,0.10062911679094756
love,happen,0.10062911679094756
matter,speak,0.10059818351984258
right,hope,0.10057496400962095
service,seat,0.10052918334218007
transport,troop,0.10049378885124569
equal,feel,0.10043300105452467
age,home,0.10042524754385246
discrimination,school,0.10041531186592026
force,unit,0.10041374685609392
forget,realize,0.10038466800079038
realize,peace,0.10038466800079038
capable,future,0.10037786629952784
hospital,punish,0.10037786629952784
close,improve,0.10037328659275094
wife,private,0.10031136556926169
discrimination,rank,0.10025021656828546
pull,civil,0.10022313417697817
divide,happen,0.10014404134425883
branch,teach,0.10014404134425883
branch,choose,0.10014404134425883
social,serve,0.10014404134425883
give,foot,0.10014404134425883
country,enemies,0.10014244339619877
treat,kill,0.10008420509086542
negro,combat,0.10004230564590513
mother,mind,0.10002170674959993
freedom,segregation,0.10001672634730965
low,expect,0.10000631587214653
