source,target,weight,group
beat,town,0.13040987399636586,black
north,child,0.13040535956336857,white
office,enlist,0.1303004144588336,black
citizen,true,0.13017904508824335,black
creed,prejudice,0.13015939749645264,black
democracy,blood,0.13015939749645264,black
night,tell,0.13015939749645264,black
station,soldier,0.1301071556961511,white
fight,discrimination,0.1300744532841219,black
combat,outfit,0.13001924480514354,white
civilian,job,0.13000876834641004,white
army,infantry,0.12995058942808543,white
physical,feel,0.1299417255576588,white
white,train,0.12973647007430625,black
nation,carry,0.1297103123163769,black
army,physical,0.1297059895204512,white
come,hear,0.12966510722168428,black
basic,feel,0.1296643903220896,white
camp,pass,0.12961897230256975,black
home,give,0.12956070158357239,white
fit,chance,0.12955608260762272,white
learn,soon,0.12955421291636496,black
nation,unit,0.12952145126872663,black
free,forget,0.12951655673932141,black
service,soldier,0.12945168336860555,black
train,job,0.12942835798593863,white
pass,close,0.129352627520238,white
express,teach,0.1292814985201623,black
life,people,0.12922790057306816,white
furlough,fellow,0.12921485669495814,white
white,live,0.12918826656005772,white
civilian,spend,0.1291786828271916,black
command,ability,0.1291304579886659,white
food,company,0.12910751837577006,white
field,poor,0.1290209783346866,white
north,boy,0.1289843346498262,black
morale,credit,0.12898211022160067,black
learn,protect,0.12893974888996154,black
experi,military-police,0.12886344834343202,white
jim,not,0.12870718638359865,black
white,live,0.12868389551537904,black
ride,bui,0.12867018943002734,black
defense,military,0.12867018943002734,black
army,enlist,0.1286266981694777,white
negro,ability,0.1286111154613913,black
company,commissioned,0.12861010483158603,black
people,world,0.128609343970362,black
educate,qualify,0.12852106490346804,white
spend,give,0.12852106490346804,white
treat,boy,0.12850635660230392,white
black-man,train,0.12849940140885036,black
troop,respect,0.12848680966897444,black
morale,troop,0.12846951769593867,black
combat,physical,0.12846426496142677,black
military-police,town,0.1284434142111818,black
color,troop,0.12836473430339213,black
creed,realize,0.12819810588503042,black
equal,break,0.12817780149125513,black
god,hate,0.1281727548864636,black
race,free,0.12813171705218263,black
negro,law,0.12807424787905808,black
realize,condition,0.1280605216199939,white
realize,deal,0.1280605216199939,white
limit,combat,0.12799241878418874,white
combat,send,0.12799241878418874,white
mechanic,private,0.12790791762754375,white
mechanic,type,0.12790791762754375,white
captain,night,0.1278793696746477,black
home,time,0.12783656553447156,black
choose,transfer,0.12781200236037402,black
god,live,0.1277393880282019,black
cloth,poor,0.1277327077890168,white
win,soldier,0.12769338202089472,black
infantry,noncom,0.12763274333935587,white
equal,creed,0.1276241299254866,black
equal,blood,0.1276241299254866,black
night,hard,0.1276241299254866,black
white,camp,0.127480298083013,black
hell,rotten,0.1274529454315271,black
north,color,0.12725559081894583,black
outfit,poor,0.12711276426812895,white
bus,theater,0.12709894137614566,black
ride,blood,0.12700155486875997,black
creed,nation,0.12700155486875997,black
war,soldier,0.12697120917277385,black
god,kill,0.12696861562359546,black
train,camp,0.12693986161149307,white
right,free,0.12693102300685097,black
negro,true,0.1267519677260066,black
camp,mile,0.12672120345738325,black
camp,poor,0.12669372283686586,black
war,live,0.12669235951258492,white
life,wrong,0.1266810903900906,white
chance,advance,0.12664772650097175,black
bus,military-police,0.12664278089180536,black
bear,find,0.1266346610021943,black
paper,hear,0.1265844814855128,black
furlough,time,0.12657374163701793,white
office,camp,0.12652310432100144,black
guard,duty,0.12651874604872293,white
race,people,0.12640338790058553,white
train,ship,0.12634139653446816,white
force,troop,0.12632885807509506,black
land,hate,0.1262746015824416,black
north,town,0.12619658319292973,black
opinion,glad,0.12612118224504146,black
black-man,town,0.1260442750480107,black
receive,due,0.12591965559098003,black
damn,hell,0.12589619981041536,black
limit,feel,0.12588305733365396,white
life,trade,0.12587162282297984,white
opportunity,educate,0.12581331515332356,black
corp,civilian,0.12579532168240815,white
fort,move,0.12568826939871908,black
win,pull,0.12566069837004443,black
life,job,0.12556744743367623,white
week,rest,0.12549720413128806,black
war,realize,0.12547094820258728,white
war,age,0.12547094820258728,white
week,camp,0.12544716707696518,white
capable,play,0.1254400071796924,black
fight,respect,0.12541288162034372,black
race,treat,0.12540001631392506,white
experi,type,0.12533389177478818,white
war,service,0.12522873175005958,white
train,send,0.1252214886953121,white
race,person,0.12520907560514002,white
service,morale,0.12519873151476324,white
ability,allow,0.12516588957817468,black
month,mechanic,0.12508471682966377,black
negro,life,0.12506104964543374,black
race,speech,0.12502836430313072,black
bed,private,0.12502352209957812,black
educate,lose,0.1249757388000147,white
morale,social,0.12497474413014786,black
camp,bad,0.12487934993516657,white
equal,advance,0.12482590098707397,black
hope,give,0.12477843527210927,white
give,call,0.12477843527210927,white
fight,victory,0.12476122126236927,black
black-man,military-police,0.12475023761487002,black
beat,hous,0.12468995736490844,black
mechanic,deal,0.12468890441988206,white
country,nation,0.12462567634932749,black
negro,prove,0.12457088845200082,black
country,protect,0.12442079890780489,black
money,govern,0.12440175746359092,white
south,law,0.12439920751814786,black
air,school,0.12435339274140836,black
wast,country,0.12434286950162046,white
day,home,0.12430961904836227,white
furlough,mile,0.12425159653436735,black
improve,recreate,0.12420420653521086,black
south,equal,0.124176554850027,black
close,cloth,0.12417591401693438,white
organ,command,0.12417591401693438,white
command,credit,0.12415539312665536,black
captain,hell,0.12415539312665536,black
divide,receive,0.12412670340013884,black
land,law,0.12412670340013884,black
white,ride,0.1241206085701872,black
office,outfit,0.12411820971900508,black
corp,protect,0.1240867565232599,black
trouble,heart,0.1240867565232599,black
defense,country,0.12404840305683253,white
receive,change,0.124026462958122,black
fight,blood,0.1239810985316907,black
enlist,run,0.12397037051859183,black
fight,educate,0.12391066101513484,white
stand,kill,0.12390604154295806,black
month,soldier,0.12388931095587025,black
race,white-man,0.12382147663900456,black
god,true,0.12380487431986378,black
fight,enemies,0.12379381545864244,black
defense,army,0.12378100996250521,black
furlough,give,0.12376573769355677,white
farm,draft,0.12376180303215674,black
fit,hold,0.12372543597894774,white
write,spend,0.12368341020333563,black
rotten,half,0.12357270595609061,black
war,god,0.1235523198736891,black
noncom,poor,0.12350376151247679,white
mechanic,line,0.12345368084353206,white
war,world,0.12334067346502038,white
die,separate,0.1231911623922572,black
right,democracy,0.12316786796474931,black
force,negro,0.12314082502277973,black
country,soldier,0.12313753572591034,black
white,stand,0.12313262153227711,black
white,break,0.12313262153227711,black
washington,presid,0.12311997474438197,black
race,hope,0.123033643652451,black
white,discrimination,0.12302301992924822,black
discrimination,opportunity,0.12301872685816734,black
job,physical,0.12298837129050691,white
south,human,0.1229261062945119,black
north,treat,0.12282463860104081,black
spend,half,0.12275308740546831,white
educate,satisfy,0.12274846879583225,white
service,enlist,0.1226746678242494,black
month,satisfy,0.12266040874898289,white
home,town,0.12261606930781725,white
army,combat,0.12259947831497908,white
office,rotten,0.1225882907349268,black
negro,hope,0.12258655341723733,black
win,country,0.12253824589928752,white
camp,close,0.1224698219308214,black
office,qualify,0.12243513614410206,black
fight,human,0.1224300703922809,black
fair,brake,0.12238382238590904,black
fair,bite,0.12238382238590904,black
service,combat,0.12236012920079253,white
police,shoot,0.12234705886624216,black
treat,fair,0.12226830346422797,white
fight,start,0.1222345423362239,black
learn,take,0.1220699314302637,white
time,duty,0.12203963176163025,white
people,home,0.12201902569879143,black
negro,soldier,0.12196918534511453,black
lynch,suppose,0.12195875323734122,black
carry,mind,0.12190277612486039,black
outfit,pretty,0.1218850491488846,white
negro,fair,0.12185849416692228,black
furlough,soldier,0.1218522502403852,white
war,nation,0.12178448372068093,white
life,freedom,0.12178264898533014,white
war,soldier,0.1217511543568022,white
german,build,0.12174561685950815,black
doctor,hurt,0.12174561685950815,black
pay,bui,0.12167402943126805,black
force,give,0.12166448242260028,white
combat,learn,0.1216544425850254,black
private,ability,0.1216388302727655,white
hous,come,0.12160446700717525,black
paper,protect,0.12160446700717525,black
return,protect,0.12160446700717525,black
equal,treat,0.12158412966184372,white
military-police,treat,0.12158412966184372,white
black-man,chance,0.12156653894144234,black
limit,send,0.12153006310735992,white
service,draft,0.12148272841803898,white
civilian,infantry,0.12140871434607797,white
white,trouble,0.12135572441623572,white
command,hard,0.12134310586637576,white
fall,die,0.12125314039167003,black
service,army,0.12123961957225676,black
week,field,0.12123177336218474,white
creed,free,0.12121652936100616,black
white-man,chance,0.12120496554911103,black
morale,practice,0.12119057283098356,black
air,volunteer,0.12118075842786392,black
discrimination,enlist,0.12115196239796096,black
civilian,wrong,0.12114281944172449,white
learn,chance,0.12111204485660368,white
marry,home,0.12110999753202496,black
experi,field,0.12102363685598722,white
south,race,0.12100236992174859,black
enemies,brother,0.12099893464886602,black
rate,pick,0.12093166673296889,white
oversea,enemies,0.12090962602926424,black
texas,sgt,0.12085308056872039,black
month,day,0.12084571375113758,black
north,people,0.12078511010803039,black
war,lot,0.12077838184609357,white
day,time,0.12077727089206207,black
creat,prejudice,0.12072815606171125,black
transport,soldier,0.12069857671757366,black
white,military-police,0.12067432256412075,black
war,world,0.12062969600446509,black
service,outfit,0.12062516847051959,black
civilian,army,0.1206096332193871,black
german,discrimination,0.12056681240150059,black
week,cloth,0.12055668625643429,white
morale,soldier,0.12041864489471378,black
sign,post,0.12038817037027034,black
white,hate,0.12027927949531353,black
god,free,0.12024298222484409,black
white-man,hate,0.1202249871356496,black
month,enter,0.12020671119732802,white
texas,stay,0.12019357997416065,black
basic,hard,0.1201516742847323,white
hard,type,0.1201516742847323,white
food,time,0.12014579457377018,white
country,age,0.12013962524188515,white
organ,time,0.12007129392631373,white
negro,separate,0.12006020570955432,black
pray,body,0.12002965577103634,black
proud,glad,0.12002965577103634,black
spirit,fellow,0.12002965577103634,black
month,rate,0.11999089947625285,black
black-man,hell,0.11995206957331159,black
race,discrimination,0.11988412430683183,black
unit,combat,0.11986104174067981,black
wait,fill,0.11981598251273504,black
improve,rule,0.11981598251273504,black
express,feel,0.11976900229168191,black
office,lot,0.11972416321514101,black
equal,realize,0.11961256472332073,black
day,tell,0.11955580536746621,black
duty,protect,0.11946822799196047,black
ability,physical,0.11943702641801188,white
service,chance,0.11941009760232965,white
south,condition,0.11936100082913013,black
break,pick,0.11934287725375135,black
effort,enter,0.11932586525211641,white
bus,line,0.11925120169928867,black
recreate,build,0.1192360124798034,black
force,receive,0.11923399168878113,black
serviceclub,theater,0.11922906294730327,black
qualify,rank,0.11922906294730327,black
combat,sea,0.11917627461485641,black
mean,treatment,0.11917627461485641,black
democracy,country,0.11917563566575541,black
time,mind,0.1191596614959767,white
beat,shoot,0.11911421250718024,black
line,field,0.1191088827615652,white
service,poor,0.11910480174072699,white
free,world,0.11908044281601751,black
marry,live,0.11901220425204845,white
outfit,boy,0.11900951374902805,white
camp,texas,0.1189623100716133,black
furlough,day,0.11895784183574305,black
south,bad,0.11893220846473486,black
texas,walk,0.11883593738669243,black
washington,lynch,0.1188003755428367,black
war,color,0.11873949260319398,black
month,camp,0.11866917672076527,black
plenti,fine,0.11864608881115837,black
morale,build,0.11862556086000213,black
black-man,equal,0.11858597013756175,black
negro,train,0.1185639268918602,black
win,lot,0.118562342506073,white
limit,pay,0.11856178427733886,white
polit,deal,0.11856178427733886,white
practice,post,0.11855645517013144,black
send,fellow,0.11839475324505967,white
bad,poor,0.11833561075591932,white
future,play,0.11832296008845138,black
hold,pick,0.11830214220297164,black
opinion,speak,0.11826362653717196,black
democracy,citizen,0.11822237836174919,black
color,creat,0.1181864417764215,black
home,live,0.11813638123114843,white
sit,die,0.11810365682283001,black
opportunity,true,0.11806495522570679,black
equal,country,0.11802538460742965,black
rate,ability,0.11801368355845071,white
pass,test,0.1179506266008473,white
office,train,0.11794570591845079,black
washington,send,0.11791629182280289,black
corp,infantry,0.11786249670450162,white
air,infantry,0.11786249670450162,white
bus,run,0.11782943735952388,white
creat,nation,0.11782755413900696,black
soldier,post,0.11778024134171412,black
fight,speech,0.11776704542187284,black
law,take,0.11773901649228635,black
lord,close,0.11762857176475694,black
pass,soldier,0.11761472991559488,white
money,trade,0.11758768395789969,white
bus,train,0.1175493707659247,black
white,respect,0.1175292894232516,black
organ,wast,0.11751693516900495,white
race,unit,0.11749347108356406,black
office,school,0.11748996962886679,black
south,govern,0.11745732247845699,black
office,outfit,0.11744228854255542,white
creat,blood,0.11741727374915048,black
law,rule,0.11741727374915048,black
soldier,lot,0.11741480178216622,white
nation,lynch,0.11740825562389492,black
country,proud,0.11738538310595384,black
black-man,break,0.11737701637609088,black
love,heart,0.1173568810128968,black
month,family,0.11730696992229779,black
force,live,0.11729967028497108,black
civilian,major,0.11729645558897148,white
negro,free,0.11728978872612272,black
ability,field,0.11725963184346949,white
white,morale,0.11716463605549708,black
soldier,treatment,0.1171589988140823,black
equal,privilege,0.11711863339523242,black
south,color,0.11709631144464348,white
school,educate,0.11709631144464348,white
war,limit,0.1170907500532427,white
take,treatment,0.11705503504441724,black
country,chance,0.11704594780533434,black
country,free,0.11703697979284092,black
nation,suppose,0.1170018102529373,black
school,combat,0.11699676083186182,white
east,texas,0.1169746709793819,black
war,time,0.11694274804219623,black
hate,prejudice,0.1169348128428929,black
white,unit,0.11693394882133797,black
war,feel,0.11682636981953186,white
soldier,pay,0.11680664969843829,white
color,understand,0.11679965143634075,black
south,town,0.11679259426360135,black
black-man,sit,0.11674178824422095,black
company,tell,0.1167321737268503,black
class,hold,0.11672855319831808,white
teach,school,0.11669218699647009,black
east,run,0.11669165466412791,black
fall,unit,0.11660381205751562,black
win,victory,0.11652410518975116,black
command,nice,0.11643994334296688,black
treatment,concern,0.11642570313634402,black
poor,recreate,0.11640804737932514,black
command,individu,0.11639116370114175,white
air,train,0.11638900750020797,black
defense,job,0.11638889871651024,white
job,trade,0.11638889871651024,white
morale,feel,0.11635682733120566,black
fall,heart,0.11630989921507644,black
color,soldier,0.11627666479158931,black
north,troop,0.11624200678376746,black
negro,lieutenant,0.11617680372497212,black
service,infantry,0.11616602910206072,white
white-man,treat,0.11615668956043745,black
service,town,0.11614819060722116,black
basic,effort,0.11612407575546703,white
live,world,0.11609901050610223,black
marry,private,0.11609163095989945,black
marry,sea,0.11609163095989945,black
marry,short,0.11609163095989945,black
battle,sea,0.11609163095989945,black
hous,forget,0.11609163095989945,black
forget,happy,0.11609163095989945,black
paper,pick,0.11609163095989945,black
happy,short,0.11609163095989945,black
die,blood,0.11603286374708494,black
allow,protect,0.11601295877390147,black
black-man,poor,0.11600959234561377,black
time,night,0.11597688719528956,black
town,poor,0.11592156582665923,black
chance,hard,0.11587650177372202,white
chance,job,0.11584140854606174,black
civilian,field,0.11583192646389857,white
mind,deal,0.11576498506173126,white
camp,train,0.11575751697532524,black
military-police,volunteer,0.11575721210162788,black
camp,day,0.11574823722392473,black
day,boy,0.11573692685878961,white
feel,serve,0.1157316357604681,black
people,treat,0.11570116317970848,white
german,fight,0.11569973524914362,black
army,farm,0.11569330872989726,black
fall,victory,0.11565276340779215,black
north,lieutenant,0.11564453565785954,black
family,oversea,0.11556796679620011,black
day,week,0.11548723744084838,black
white,civilian,0.1154865636692933,black
organ,physical,0.11548656256284975,white
people,break,0.11536578310978313,black
allow,privilege,0.11535666006180884,black
soldier,live,0.11531862532189162,white
money,take,0.11525561195071557,black
time,bad,0.11521809546204936,white
duty,enter,0.11520360736188477,white
spend,post,0.11519831641249813,white
army,limit,0.11518130338499748,white
break,civil,0.11513223459768553,black
black-man,bad,0.11512214277545842,black
fight,fellow,0.11511039736449898,white
effort,care,0.11502659084017801,white
white,dog,0.11499623502635589,black
equal,citizen,0.11484554883924993,black
color,stop,0.11483298064551065,black
week,run,0.11481738101826129,white
plant,farm,0.11481730724641279,black
bear,fellow,0.11481730724641279,black
service,send,0.11473515760907474,white
color,post,0.11466563243423739,black
democracy,protect,0.11455155844706288,black
black-man,prejudice,0.1145004444914478,black
war,lose,0.11445271285729898,black
boy,spirit,0.11445248033587341,black
fair,break,0.11442863299642417,black
commissioned,ability,0.11442333523749294,black
force,south,0.1144122774769172,black
week,hard,0.11440242921600141,white
night,rest,0.11439962272034772,black
month,fellow,0.11433726723821792,white
people,democracy,0.11433162704973718,black
discrimination,segregation,0.11429522766690832,black
military-police,company,0.11426489162479636,white
train,troop,0.1142415489965816,black
office,talk,0.11423408282720066,black
south,hard,0.11422318101262231,black
corp,fit,0.1141751971425818,white
sit,front,0.11412180402885191,black
plant,outfit,0.11410170530865058,white
equal,serve,0.11410159146512593,black
fight,nation,0.11409853403091734,black
fight,front,0.11408874140383281,black
camp,boy,0.11406512427329103,black
month,train,0.11402566677052213,black
bus,treat,0.11400747107861513,black
war,plant,0.1140044422475275,white
month,time,0.11395346370364176,black
care,take,0.11394466759492634,black
god,trust,0.11391386308753212,black
woman,improve,0.11387852976599204,black
life,home,0.11387047196079735,black
close,bring,0.11386285912877409,black
train,month,0.11383553311923585,white
negro,democracy,0.11381483475932606,black
day,duty,0.11377288175605443,white
field,duty,0.11375666450530013,black
take,suppose,0.11371794948860661,black
home,send,0.11369870130280925,white
service,office,0.113682748707444,white
equal,fight,0.11365539884213988,black
furlough,train,0.11365053631776129,black
train,handl,0.11361581545601471,white
money,hope,0.11359790803356978,white
transfer,combat,0.11359790803356978,white
basic,station,0.11357658095346083,white
private,noncom,0.11357658095346083,white
private,not,0.11357658095346083,white
marry,health,0.11356876986977357,black
battle,rank,0.11356876986977357,black
rank,division,0.11356876986977357,black
share,return,0.11356876986977357,black
black-man,hard,0.11353024490809782,black
proud,spend,0.11346599346599347,black
lord,hous,0.11345023003260885,black
mechanic,sgt,0.1134164407954826,black
hospital,sgt,0.1134164407954826,black
treat,outfit,0.1133957008636359,white
month,send,0.11338952754257484,white
citizen,land,0.11329505391091592,black
live,civil,0.1132893635922359,black
battle,suppose,0.11317932897102516,black
enlist,improve,0.11314528821509709,black
people,separate,0.11314403869238421,white
black-man,respect,0.11313286430390701,black
limit,effort,0.11312316698738874,white
ability,choose,0.1131144865910826,black
ability,leader,0.1131144865910826,black
field,serve,0.11310721433242411,white
fight,equal,0.11304081501068106,white
uniform,seat,0.11297254812527129,black
money,free,0.11293276372409532,black
defense,farm,0.11292350397589763,white
polit,mind,0.11289807091931581,white
color,lieutenant,0.11289384969874715,black
fight,suppose,0.11287059233912791,black
army,draft,0.11284689350657755,white
child,age,0.11282209880789568,black
office,handl,0.11281875030259994,white
office,cooperate,0.11281875030259994,white
south,station,0.11280984233880612,black
civilian,people,0.1127631001260766,white
office,ability,0.1127384662806405,white
duty,outfit,0.11271904503437113,black
democracy,call,0.11265829700260259,black
commissioned,private,0.1126290803426339,black
wast,govern,0.11255218786672451,white
race,civil,0.11253437416368063,black
military-police,police,0.11251526237012933,black
wrong,fellow,0.11246538502714183,white
take,fellow,0.11246538502714183,white
color,poor,0.11246046784366437,black
war,love,0.11242541074144113,black
army,fair,0.11237642485988056,black
hold,run,0.11237109444162627,white
hold,leave,0.11237109444162627,white
white,god,0.11236517344727277,black
service,farm,0.11236241263022392,black
home,hard,0.11229096014558936,black
bus,bad,0.11225169201698498,black
fair,noncom,0.11224376182508186,white
station,time,0.1122340324823713,white
walk,tell,0.1122279025570044,black
south,chance,0.11215780876900057,black
negro,black,0.11212960100224076,black
child,home,0.1120532217723767,white
south,poor,0.1120390897415265,black
god,day,0.11199314046939948,black
future,due,0.11198576825517595,black
money,spend,0.1119660012665061,black
class,serve,0.11192336606547053,white
ability,morale,0.1118879978487963,white
wear,democracy,0.11174391780590084,black
democracy,return,0.11174391780590084,black
bus,post,0.11174223739016824,black
bus,post-exchange,0.11166479971354418,black
age,army,0.11165624320521554,black
color,live,0.11164943218491459,black
physical,infantry,0.11164495124821541,white
physical,tell,0.11164495124821541,white
corp,enlist,0.11164258894306149,white
train,station,0.11163666184327878,white
person,peace,0.1116196494793364,black
wife,money,0.11160652328715123,black
train,person,0.1115907898981951,white
negro,share,0.11156331577785991,black
race,die,0.11153603893658733,black
branch,ability,0.11147302260017443,black
line,effort,0.11144320343616641,white
bad,half,0.11144320343616641,white
civilian,return,0.11143099476705152,black
month,chance,0.11143022679770981,white
white,kill,0.11135695276734835,black
life,give,0.11135557983015043,black
receive,treatment,0.1113494877478446,black
uniform,die,0.1113158066682414,black
negro,hate,0.1113063274479206,black
south,train,0.11130259459700749,black
job,feel,0.1113025460880519,black
creed,world,0.11126103673505881,black
break,black,0.11126103673505881,black
military,matter,0.11123225208445052,black
infantry,walk,0.11123225208445052,black
head,matter,0.11123225208445052,black
outfit,half,0.11121108847853478,white
world,yr,0.11120500726488175,white
human,washington,0.1112019387017551,black
human,oversea,0.1112019387017551,black
basic,pretty,0.11115985803400616,white
limit,time,0.11108873037228865,white
furlough,sundai,0.11106814927068909,black
close,comment,0.1110075515565038,black
sleep,leave,0.11099725239986956,black
fall,real,0.11098781071923565,black
health,short,0.11098781071923565,black
organ,talk,0.11098631281997703,white
care,bad,0.11098093195631592,black
week,post,0.11093988026560551,white
fight,person,0.11093664205550689,white
alike,soon,0.11093614380691627,black
east,commissioned,0.11090097317216512,black
rank,troop,0.11090058066157354,black
send,mile,0.11090056643420079,black
enlist,cooperate,0.11089901819597803,white
negro,class,0.11086457834889522,white
negro,trouble,0.11086457834889522,white
matter,unfair,0.11078295233570101,black
outfit,yr,0.11078003856581926,white
army,build,0.11076839959209188,black
complete,hold,0.11076704495939323,black
front,enlist,0.11076704495939323,black
bus,soldier,0.11075628843481039,black
defense,draft,0.11075402097940634,white
pass,town,0.11072815106699734,white
fight,protect,0.11072590227128913,black
time,wait,0.11067718660428877,white
rate,soldier,0.11063017082849913,white
white,sit,0.11056735401276886,black
army,draft,0.11055828712020618,black
experi,yr,0.11042665687663475,white
equal,enjoy,0.110410923725277,black
black-man,police,0.11040887873100977,black
country,experi,0.11035011930397566,white
discrimination,stop,0.11034538399858028,black
people,realize,0.11033868963469812,black
reason,heart,0.1103339927758798,black
station,close,0.11032856552053882,black
chance,give,0.11031153763038185,white
live,unit,0.11030924697309695,black
pay,half,0.1103021917653083,white
night,stay,0.11024719624751843,black
unit,protect,0.11024465337205358,black
wrong,test,0.11019607843137255,white
test,take,0.11019607843137255,white
social,power,0.1101358795637017,black
sgt,foot,0.1101358795637017,black
true,build,0.11012961512910997,black
hope,god,0.11007681866634497,black
town,night,0.11007556171086325,black
branch,pick,0.11007486477850167,white
hate,person,0.11004785454148988,black
south,stop,0.11002908309022878,black
call,act,0.10998212842179267,black
camp,treatment,0.10995611680091906,black
white,democracy,0.1099281978285503,black
color,unit,0.10991178587357975,black
civilian,military-police,0.1099072034646537,white
victory,unit,0.10988660608310721,black
transfer,feel,0.10986570864884738,white
run,pretty,0.10984983608960906,white
furlough,time,0.10982936902090769,black
take,condition,0.10978357507866768,black
guard,field,0.1097432947829697,white
sgt,field,0.1097432947829697,white
town,home,0.1097182405659945,black
black-man,dog,0.10970569732801778,black
race,class,0.109693811328171,white
day,stop,0.10962488334062089,black
ride,call,0.10961603982493041,black
uniform,expect,0.10961460803519853,black
child,past,0.10960529058565027,black
pull,hand,0.10960529058565027,black
foot,help,0.10960529058565027,black
pass,company,0.10960494218049124,white
fight,stop,0.10952909135665463,black
hospital,hear,0.10952785965792881,black
credit,wrong,0.10952785965792881,black
train,home,0.10952479110344142,white
transport,improve,0.10949665921305551,black
white,realize,0.10944640210524506,black
field,hard,0.1094457608589896,white
train,oversea,0.10942228525081353,black
train,organ,0.10941140227618594,white
fight,combat,0.10941100865301785,white
win,live,0.10940958028341785,white
food,civilian,0.10940441942156004,white
protect,build,0.10938505544951165,black
negro,realize,0.10937336113045804,black
white,start,0.10933756771441659,black
train,duty,0.1092714951525017,white
educate,boy,0.10921073194450663,white
camp,night,0.10920673459835589,black
white,bad,0.1091830003658261,black
start,front,0.10917807793153278,black
start,law,0.10917807793153278,black
receive,happen,0.10917807793153278,black
human,blood,0.10917012423794692,black
human,law,0.10917012423794692,black
soldier,fair,0.10911683722108192,white
color,god,0.1090757429268654,black
white,boy,0.10902440441766198,black
return,comment,0.10900245729804732,black
negro,job,0.10893239017395313,black
time,lot,0.10889661721291903,white
pass,drill,0.10887088776163197,white
private,serve,0.1088626458740314,white
close,combat,0.10881518365352089,white
job,type,0.10876826914782801,white
mechanic,army,0.10870108042209922,white
army,force,0.10870108042209922,white
money,govern,0.10867937605971549,black
singl,family,0.10867474790992764,white
nation,trade,0.10867474790992764,white
paper,govern,0.10867143084409542,black
plant,spend,0.108643397695503,black
plant,private,0.108643397695503,black
rate,private,0.108643397695503,black
forget,carry,0.108643397695503,black
fight,citizen,0.10864239343318788,black
negro,treat,0.10864031852653692,white
commissioned,time,0.10863267793142027,white
fall,lord,0.10862900601355885,black
lord,word,0.10862900601355885,black
democracy,expect,0.10861032297030543,black
freedom,discrimination,0.1086074469563653,black
company,private,0.1086013327684974,black
bus,front,0.10860061686774598,black
person,hold,0.10857165066584716,white
god,nation,0.1085574566333795,black
corp,life,0.10855623875797568,white
sleep,serviceclub,0.10855157913981442,black
future,condition,0.10854840634516387,black
school,job,0.10850810874175718,white
wife,live,0.108497115114066,white
war,nation,0.10848545782748147,black
wife,month,0.1084755481205501,black
improve,talk,0.10846773322710798,black
civilian,break,0.10842060080796702,black
fight,chance,0.10837578192183245,black
black-man,realize,0.10835615579518489,black
stand,catch,0.10834724375571536,black
white,segregation,0.10833873093014611,black
send,govern,0.10833309592583819,black
war,discrimination,0.10829614269267941,black
food,office,0.10826763537980663,white
ability,troop,0.10819324435697746,black
infantry,leave,0.1081831845785977,black
corp,train,0.10815175724972897,black
race,democracy,0.10814621938976653,black
country,blood,0.10814597491727566,black
eat,cloth,0.10814363705867681,white
job,soldier,0.10813959714612263,white
negro,stop,0.10811891740399364,black
south,lieutenant,0.1080980100899456,black
people,class,0.10807089264764917,white
people,realize,0.10807089264764917,white
age,physical,0.10802091044729235,black
fellow,pretty,0.10795507659440506,black
unit,start,0.10792331629594032,black
guard,call,0.10791718097433206,white
ship,call,0.10791718097433206,white
home,return,0.10788892674068135,black
sit,bui,0.107888613128141,black
uniform,fight,0.10788557968759836,black
walk,hurt,0.10787244738392003,black
wait,inspect,0.10785547776762452,white
pay,not,0.10784418291701393,white
fight,mind,0.10782176139181071,black
white-man,prove,0.10778611376963562,black
family,furlough,0.10777183232196696,white
army,fine,0.10774910715051955,black
service,qualify,0.10774476378441525,white
life,mind,0.10774194602064238,white
south,bear,0.10772078874286374,black
people,kill,0.10766126574593551,black
unit,test,0.1076431534685363,white
white,white-man,0.10763206731142606,white
camp,spend,0.1076186825459065,black
treat,feel,0.10761812466763677,black
color,chance,0.10760590231629974,black
color,country,0.10759904533620347,black
food,pretty,0.10759117910330424,white
seat,poor,0.10757543621432265,black
lose,draft,0.10756721445175141,white
draft,trouble,0.10756721445175141,white
service,poor,0.10756253322440344,black
fall,live,0.10756167163301984,black
country,ship,0.10755530289532651,white
white,differ,0.10753027347846734,black
person,wrong,0.10747738839238082,black
defense,service,0.10746276080070112,black
guard,cloth,0.10745162931671796,white
fight,kill,0.10745155528938297,black
home,mind,0.10740035773496565,black
army,run,0.107353254573611,white
army,care,0.107353254573611,white
field,duty,0.10734335659691113,white
time,mile,0.10733835637783136,black
people,town,0.10732943042556703,white
feel,hold,0.10732079296903173,black
uniform,protect,0.10730234542120211,black
race,proud,0.10727317579103815,black
office,fair,0.10724550061418064,black
fight,soldier,0.10722923640964813,black
commissioned,promotion,0.10722073075296387,black
spend,lot,0.10720764954642382,white
north,police,0.10719181599495625,black
texas,move,0.1070979990065983,black
stand,govern,0.10709515912659984,black
morale,break,0.10709515912659984,black
fight,battle,0.1070884253921735,black
bus,pass,0.10707532368611453,black
war,farm,0.10707040392312704,white
citizen,bite,0.10705199252007248,black
country,mind,0.10704518956615149,black
white,person,0.10701016581350883,black
negro,morale,0.10700276608069906,black
office,job,0.10695042235914862,white
chance,live,0.1069480459008559,black
army,bad,0.10692233116935847,black
age,family,0.1068180374839276,black
army,fellow,0.10678145889040423,white
